Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
штраф-за-вц-капак-1,Штраф за вц капак,Штраф за вц капак<br>Каталошки број 45001<br>Шифра 62528,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,25.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штраф-за-вц-капак-пвц,Штраф за вц капак пвц,Штраф за вц капак пвц<br>Каталошки број 45007<br>Шифра 62503<br>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,65.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штраф-за-вц-капак-метал,Штраф за вц капак метал,Штраф за вц капак метал <br>Каталошки број 45005<br>Шифра 62502,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,160.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штраф-за-вц-капак,Штраф за вц капак,Штраф за вц капак<br>Каталошки број 45006<br>Шифра 62500<br>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,50.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
тапа-за-умивалник-со-синџир,Тапа за умивалник со синџир,Тапа за умивалник со синџир<br>Каталошки број 47003<br>Шифра 62527,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,25.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
декоративна-тапа-умивалник,Декоративна тапа умивалник,Декоративна тапа умивалник<br>Каталошки број 47006<br>Шифра 993896,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,25.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-60-68,Штуцна за вентилација 60*68,Штуцна за вентилација 60*68<br>Каталошки број 48085<br>Шифра 993900,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,840.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-60-60,Штуцна за вентилација 60*60,Штуцна за вентилација 60*60<br>Каталошки број 48084<br>Шифра 993899,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,800.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-55-64,Штуцна за вентилација 55*64,Штуцна за вентилација 55*64<br>Каталошки број 48074<br>Шифра 993898,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,750.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-55-56,Штуцна за вентилација 55*56,Штуцна за вентилација 55*56<br>Каталошки број 48073<br>Шифра 993897,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,660.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-50-68,Штуцна за вентилација 50*68,Штуцна за вентилација 50*68<br>Каталошки број 48065<br>Шифра 993895,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,720.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-50-52,Штуцна за вентилација 50*52,Штуцна за вентилација 50*52<br>Каталошки број 48063<br>Шифра 993894,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,580.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-50-28,Штуцна за вентилација 50*28,Штуцна за вентилација 50*28<br>Каталошки број 48060<br>Шифра 993893,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,390.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-45-64,Штуцна за вентилација 45*64,Штуцна за вентилација 45*64<br>Каталошки број 48054<br>Шифра 993892,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,630.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-45-55,Штуцна за вентилација 45*55,Штуцна за вентилација 45*55<br>Каталошки број 48053<br>Шифра 993891,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,560.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-45-48,Штуцна за вентилација 45*48,Штуцна за вентилација 45*48<br>Каталошки број 48052<br>Шифра 993890,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,continue,manual,480.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-40-52,Штуцна за вентилација 40*52,Штуцна за вентилација 40*52<br>Каталошки број 48043<br>Шифра 993889,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,460.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-40-44,Штуцна за вентилација 40*44,Штуцна за вентилација 40*44<br>Каталошки број 48042<br>Шифра 993888<br>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,400.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-35-40,Штуцна за вентилација 35*40,Штуцна за вентилација 35*40<br>Каталошки број 48031<br>Шифра 993887,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,380.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-28-48,Штуцна за вентилација 28*48,Штуцна за вентилација 28*48<br>Каталошки број 48023<br>Шифра 993886<br>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,390.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
штуцна-за-вентилација-28-28,Штуцна за вентилација 28*28,Штуцна за вентилација 28*28<br>Каталошки број 48020<br>Шифра 993885,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,345.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
сет-држач-за-тоалет-четка,Сет држач за тоалет + четка,Сет држач за тоалет + четка<br>Каталошки број 60073<br>Шифра 62526,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1130.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
четка-вц-црна,Четка вц црна,Четка вц црна <br>Каталошки број 60041<br>Шифра 62499,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,300.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
четка-вц-бела,Четка вц бела,Четка вц бела<br>Каталошки број 60040<br>Шифра 62498,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,300.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-12л-црна,Канта 12л црна,Канта 12л црна<br>Каталошки број 60971<br>Шифра 62497,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,800.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-12л-бела,Канта 12л бела,Канта 12л бела<br>Каталошки број 60970<br>Шифра 62496,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,800.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-5л-црна,Канта 5л црна,Канта 5л црна <br>Каталошки број 60961<br>Шифра 62495,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,590.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-5л-бела,Канта 5л бела,Канта 5л бела<br>Каталошки број 60960<br>Шифра 62525,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,590.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-30л,Канта 30л,Канта 30л<br>Каталошки број 60907<br>Шифра 62524,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1340.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-20л,Канта 20л,Канта 20л<br>Каталошки број 60906<br>Шифра 62523,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1120.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-16л,Канта 16л,Канта 16л<br>Каталошки број 60905<br>Шифра 62522,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,830.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-12л-inox,Канта 12л Inox,Канта 12л<br>Каталошки број 60904<br>Шифра 62494,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,685.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-8л-inox,Канта 8л Inox,Канта 8л<br>Каталошки број 60903<br>Шифра 62493,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,580.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
канта-5л-inox,Канта 5л Inox,Канта 5л <br>Каталошки број 60902<br>Шифра 62492,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,450.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
вц-капак-slim,Вц капак Slim,Вц капак<br>Каталошки број 42001<br>Шифра 62521,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,240.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
држач-за-крпа,Држач за крпа,Држач за крпа<br>Каталошки број 61605<br>Шифра 62520,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,160.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
закачалка-2-ка-мат,Закачалка 2-ка мат,Закачалка 2-ка мат<br>Каталошки број 61511<br>Шифра 62491,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,150.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
закачалка-2-ка,Закачалка 2-ка,Закачалка 2-ка<br>Каталошки број 61610<br>Шифра 62490,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,135.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
етажер-1,Етажер,Етажер <br>Каталошки број 61601<br>Шифра 62489,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,210.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
држач-за-тоалет-долг,Држач за тоалет долг,Држач за тоалет долг <br>Каталошки број 61609<br>Шифра 62488,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,180.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
држач-за-тоалет,Држач за тоалет,Држач за тоалет<br>Каталошки број 61507<br>Шифра 62487<br>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,180.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-2-250мл,Држач течен сапун-2*250мл,Држач течен сапун<br>Каталошки број 62058<br>Шифра 62301,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_2-250_ml_62058.jpg?v=1576592242,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-pvc-250мл,Држач течен сапун PVC 250мл,Држач течен сапун<br>Каталошки број 62055<br>Шифра 62300,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_250ml_62055.jpg?v=1576592313,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-pvc-1000мл,Држач течен сапун PVC 1000мл,Држач течен сапун<br>Каталошки број 62067<br>Шифра 62299,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_pvc_62067.jpg?v=1576592364,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-pvc-500мл,Држач течен сапун PVC 500мл,Држач течен сапун<br>Каталошки број 62064<br>Шифра 62298,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,107.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_pvc_62064.jpg?v=1576592433,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-krom-умив,Држач течен сапун Krom умив,Држач течен сапун умив<br>Каталошки број 60080<br>Шифра 62297,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,385.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_60080.jpg?v=1576592535,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-krom-1000мл,Држач течен сапун Krom 1000мл,Држач течен сапун<br>Каталошки број 60085<br>Шифра 62296,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,510.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_60085.jpg?v=1576592610,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-течен-сапун-krom-500мл,Држач течен сапун Krom 500мл,Држач течен сапун<br>Каталошки број 60084<br>Шифра 62295,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,530.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/tecen_sapun_60084.jpg?v=1576592694,1,,false,,,,,,,,,,,,,,,,,kg,,
четка-за-вц-krom-висеча,Четка за вц Krom висеча,Четка за вц висеча<br>Каталошки број 60064<br>Шифра 62291,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,315.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/cetka_60064.jpg?v=1576592747,1,,false,,,,,,,,,,,,,,,,,kg,,
четка-за-вц-krom,Четка за вц Krom,Четка за вц<br>Каталошки број 60063<br>Шифра 62290,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,275.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/cetka_60063.jpg?v=1576592805,1,,false,,,,,,,,,,,,,,,,,kg,,
канта-за-вц-12л,Канта за ВЦ 12л,Канта за ВЦ 12л<br>Каталошки број 60984<br>Шифра 62294,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,650.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/kanta_12_litri_60984.jpg?v=1576592955,1,,false,,,,,,,,,,,,,,,,,kg,,
канта-за-вц-8л,Канта за ВЦ 8л,Канта за ВЦ 8л<br>Каталошки број 60983<br>Шифра 62293,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,550.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/kanta_8_litri_60983.jpg?v=1576593027,1,,false,,,,,,,,,,,,,,,,,kg,,
канта-за-вц-5л,Канта за ВЦ 5л,Канта за ВЦ 5л<br>Каталошки број 60982<br>Шифра 62292,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/kanta_5_litri_60982.jpg?v=1576593103,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-3-20-20,Аголен рафт-3 20*20,Аголен рафт-3 20*20<br>Шифра 62284,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1720.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60206_2ba687f9-bbc1-4129-b2fa-c4dda7306216.jpg?v=1576593157,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-2-20-20,Аголен рафт-2 20*20,Аголен рафт-2 20*20<br>Шифра 62283,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1130.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60205_72412275-f426-42be-bb77-bebeca54b529.jpg?v=1576593204,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-1-20-20,Аголен рафт-1 20*20,Аголен рафт-1 20*20<br>Шифра 62282,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,635.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60220.jpg?v=1576593346,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-3-18-18,Аголен рафт-3 18*18,Аголен рафт-3 18*18<br>Шифра 62286,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1540.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60206_d219b539-0285-4a1d-a30e-90e315bd2c46.jpg?v=1576593402,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-2-18-18,Аголен рафт-2 18*18,Аголен рафт-2 18*18<br>Шифра 62288,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60205_20ca8ed5-15f5-447d-bf9f-09877b4eae41.jpg?v=1576593468,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-3-15-15,Аголен рафт-3 15*15,Аголен рафт-3 15*15<br>Шифра 62285,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1360.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60206.jpg?v=1576593523,1,,false,,,,,,,,,,,,,,,,,kg,,
аголен-рафт-2-15-15,Аголен рафт-2 15*15,Аголен рафт-2 15*15<br>Шифра 62287,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,995.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/agolen_raft_60205.jpg?v=1576593582,1,,false,,,,,,,,,,,,,,,,,kg,,
сталажа-за-крпи,Сталажа за крпи,Сталажа за крпи <br>Каталошки број 60188<br>Шифра 62289,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1660.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/stalaza_krpi_60188.jpg?v=1576595521,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-пешкир-3-вртлив,Држач пешкир - 3 вртлив,Држач пешкир - 3 вртлив<br>Каталошки број 61119<br>Шифра 62281,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,1040.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_krpa_61119.jpg?v=1576595466,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-пешкир-2-вртлив,Држач пешкир - 2 вртлив,Држач пешкир - 2 вртлив<br>Каталошки број 61118<br>Шифра 62280,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,830.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_krpa_61118.jpg?v=1576595413,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-пешкир-2,Држач пешкир - 2,Држач пешкир - 2 <br>Каталошки број 61117<br>Шифра 62279,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,825.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_krpi_61117.jpg?v=1576595365,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-за-крпа-круг,Држач за крпа круг,<p>Држач за крпа круг <br>Каталошки број 61110<br>Шифра 62278</p>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,370.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_krug_61110.jpg?v=1576594146,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-хартија-кујна-без-капак,Држач хартија кујна без капак,Држач хартија кујна без капак<br>Каталошки број 61003<br>Шифра 62277,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_bez_kapak_61003.jpg?v=1576594009,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-хартија-за-кујна-капак,Држач хартија за кујна капак,Држач хартија за кујна капак <br>Каталошки број 61004<br>Шифра 62276,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,330.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_kujna_61004.jpg?v=1576594082,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-вц-хартија-капак,Држач ВЦ хартија капак,Држач ВЦ хартија капак<br>Каталошки број 61002<br>Шифра 62275,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,355.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_hartija_61002.jpg?v=1576593958,1,,false,,,,,,,,,,,,,,,,,kg,,
држач-за-пешкир-долг-1,Држач за пешкир долг-1,Држач за пешкир долг-1<br>Каталошки број 61009<br>Шифра 62274,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,415.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/drzac_dolg_61009.jpg?v=1576593852,1,,false,,,,,,,,,,,,,,,,,kg,,
етажер,Етажер,<p>Етажер <br>Каталошки број 61006<br>Шифра 62273</p>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,430.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/etazer_61006.jpg?v=1576593778,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-100цм,Црево за казанче 1/2-1/2 100цм,Црево за казанче 1/2-1/2 100цм<br>Шифра 62265,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,118.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_944782e9-0ea3-4763-8827-f4c33a9e191a.jpg?v=1576595632,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-90цм,Црево за казанче 1/2-1/2 90цм,Црево за казанче 1/2-1/2 90цм<br>Шифра 62264,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,112.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_254fb8e3-1720-4e05-b7ea-9b6442d030ba.jpg?v=1575965955,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-80цм,Црево за казанче 1/2-1/2 80цм,Црево за казанче 1/2-1/2 80цм<br>Шифра 62223,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,106.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_c28ed4b1-de6f-44a5-aac8-0e0a68002077.jpg?v=1575965895,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-70цм,Црево за казанче 1/2-1/2 70цм,Црево за казанче 1/2-1/2 70цм<br>Шифра 62225,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,102.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_ddb9af6c-3cdb-4cd5-87d2-23cb8127268f.jpg?v=1575965843,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-60цм,Црево за казанче 1/2-1/2 60цм,Црево за казанче 1/2-1/2 60цм<br>Шифра 62227,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,96.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_afd86d30-366a-4750-a7d9-d2d76fd4c809.jpg?v=1575965784,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-50цм,Црево за казанче 1/2-1/2 50цм,Црево за казанче 1/2-1/2 50цм<br>Шифра 62229,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,91.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_de5a3416-058b-4ed5-950f-8511044a1c26.jpg?v=1575965702,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-1-2-40цм,Црево за казанче 1/2-1/2 40цм,Црево за казанче 1/2-1/2 40цм<br>Шифра 62231,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,86.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_faeb9ce7-aa84-47ca-bd73-8566e2b9d044.jpg?v=1575965646,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-3-8-100цм,Црево за казанче 1/2-3/8 100цм,Црево за казанче 1/2-3/8 100цм<br>Шифра 62263,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,108.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_81222c63-ad1d-421a-9b64-3c64076080c4.jpg?v=1575965431,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-3-8-90цм,Црево за казанче 1/2-3/8 90цм,Црево за казанче 1/2-3/8 90цм<br>Шифра 62262,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,102.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_b4d8400e-dfa6-4a25-b396-691a071d6e06.jpg?v=1575965364,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-3-8-80цм,Црево за казанче 1/2-3/8 80цм,Црево за казанче 1/2-3/8 80цм<br>Шифра 61798,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,96.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_96950e40-db67-4480-9e8d-8864a9902aae.jpg?v=1575965303,1,,false,,,,,,,,,,,,,,,,,kg,,
црево-за-казанче-1-2-3-8-70цм,Црево за казанче 1/2-3/8 70цм,Црево за казанче 1/2-3/8 70цм<br>Шифра 61797,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,94.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/crevo_za_kazance_3654dd38-c844-4919-95f2-4aa80340511a.jpg?v=1575965016,1,,false,,,,,,,,,,,,,,,,,kg,,
